业务ID,apply_time,opertime_min,opertime_max,min_begin,max_begin
20757,50850,50921,51129,71,279
20758,50850,50923,51134,73,284
20759,50910,50925,51085,15,175
20760,50910,50927,51055,17,145
20761,50910,50927,51057,17,147
20762,50910,50928,51137,18,227
20763,50910,50930,51072,20,162
20764,50910,50931,51162,21,252
20765,50910,50979,51084,69,174
20766,50970,50980,51085,10,115
20767,50970,50982,51144,12,174
20768,50970,51006,51149,36,179
20769,51030,51012,51103,-18,73
20770,51030,51014,51105,-16,75
20771,51030,51016,51152,-14,122
20772,51030,51022,51155,-8,125
20773,51030,51029,52120,-1,1090
20774,51030,51034,51245,4,215
20775,51030,51039,52190,9,1160
20776,51030,51176,51314,146,284
20777,51030,51184,51293,154,263
20778,51090,51189,51532,99,442
20779,51090,51193,51539,103,449
20780,51090,51199,51543,109,453
20781,51150,51202,51353,52,203
20782,51150,51203,52300,53,1150
20783,51150,51206,51552,56,402
20784,51150,51209,51381,59,231
20785,51150,51211,51557,61,407
20786,51150,51214,51394,64,244
20787,51150,51214,51661,64,511
20788,51150,51217,52380,67,1230
20789,51150,51221,51436,71,286
20790,51150,51222,51563,72,413
20791,51150,51225,52420,75,1270
20792,51210,51228,51466,18,256
20793,51210,51230,51478,20,268
20794,51210,51231,51532,21,322
20795,51270,51377,51533,107,263
20796,51270,51380,52540,110,1270
20797,51270,51381,51579,111,309
20798,51270,51386,51589,116,319
20799,51270,51391,51627,121,357
20800,51330,51393,51606,63,276
20801,51330,51398,51712,68,382
20802,51330,51406,51697,76,367
20803,51330,51408,51827,78,497
20804,51390,51413,51832,23,442
20805,51390,51418,52176,28,786
20806,51390,51423,51950,33,560
20807,51390,51428,51980,38,590
20808,51450,51430,51995,-20,545
20809,51450,51471,52015,21,565
20810,51450,51474,52094,24,644
20811,51450,51481,52112,31,662
20812,51450,51484,52107,34,657
20813,51450,51488,52139,38,689
20814,51510,51503,52191,-7,681
20815,51510,51558,52221,48,711
20816,51510,51570,52252,60,742
20817,51510,51602,52371,92,861
20818,51510,51620,52374,110,864
20819,51570,51671,52256,101,686
20820,51570,51674,52310,104,740
20821,51570,51681,52377,111,807
20822,51570,51698,52381,128,811
20823,51570,51707,52389,137,819
20824,51570,51718,52327,148,757
20825,51570,51722,52325,152,755
20826,51570,51725,52388,155,818
20827,51570,51735,52392,165,822
20828,51630,51744,52365,114,735
20829,51630,51748,52395,118,765
20830,51630,51755,52464,125,834
20831,51630,51761,52850,131,1220
20832,51690,51767,52505,77,815
20833,51690,51772,52501,82,811
20834,51690,51776,52504,86,814
20835,51690,51784,52508,94,818
20836,51690,51792,52499,102,809
20837,51750,51796,52641,46,891
20838,51750,51812,52646,62,896
20839,51750,51820,52655,70,905
20840,51810,51829,52658,19,848
20841,51810,51836,52665,26,855
20842,51810,51845,52692,35,882
20843,51810,51854,52680,44,870
20844,51870,51862,52582,-8,712
20845,51870,51993,52686,123,816
20846,51930,51998,52589,68,659
20847,51930,52004,52614,74,684
20848,51930,52010,52693,80,763
20849,51930,52024,52707,94,777
20850,51990,52025,52703,35,713
20851,51990,52038,52696,48,706
20852,51990,52045,52665,55,675
20853,52050,52056,52655,6,605
20854,52050,52078,52657,28,607
20855,52050,52102,52686,52,636
20856,52050,52088,52717,38,667
20857,52110,52102,52691,-8,581
20858,52110,52108,52698,-2,588
20859,52110,52115,52715,5,605
20860,52110,52119,52744,9,634
20861,52110,52126,52794,16,684
20862,52110,52160,52798,50,688
20863,52170,52171,53190,1,1020
20864,52170,52188,52743,18,573
20865,52170,52190,52811,20,641
20866,52170,52197,52761,27,591
20867,52170,52201,52761,31,591
20868,52230,52225,52815,-5,585
20869,52230,52231,52818,1,588
20870,52230,52235,52834,5,604
20871,52230,52237,52823,7,593
20872,52230,52307,52891,77,661
20873,52290,52314,52914,24,624
20874,52290,52321,52839,31,549
20875,52290,52322,52902,32,612
20876,52290,52328,52904,38,614
20877,52290,52333,52907,43,617
20878,52290,52339,52879,49,589
20879,52350,52341,52872,-9,522
20880,52350,52342,52911,-8,561
20881,52350,52347,52954,-3,604
20882,52350,52487,52928,137,578
20883,52410,52492,52986,82,576
20884,52410,52500,52989,90,579
20885,52410,52505,52941,95,531
20886,52410,52508,52950,98,540
20887,52410,52509,52967,99,557
20888,52410,52512,52963,102,553
20889,52410,52513,52969,103,559
20890,52470,52515,52990,45,520
20891,52470,52519,53730,49,1260
20892,52470,52526,52988,56,518
20893,52470,52528,53021,58,551
20894,52530,52533,52999,3,469
20895,52530,52534,53001,4,471
20896,52530,52536,53006,6,476
20897,52530,52537,53029,7,499
20898,52530,52540,53036,10,506
20899,52530,52718,53045,188,515
20900,52590,52724,53043,134,453
20901,52590,52727,53204,137,614
20902,52590,52740,53055,150,465
20903,52590,52744,53052,154,462
20904,52650,52748,53057,98,407
20905,52650,52751,53082,101,432
20906,52650,52761,53067,111,417
20907,52650,52764,53221,114,571
20908,52650,52777,53208,127,558
20909,52650,52787,53086,137,436
20910,52710,52791,53104,81,394
20911,52710,52804,53091,94,381
20912,52710,52807,53212,97,502
20913,52770,52819,53215,49,445
20914,52770,52830,53219,60,449
20915,52770,52838,53112,68,342
20916,52770,52842,53114,72,344
20917,52770,52844,53222,74,452
20918,52770,52853,53233,83,463
20919,52830,52863,53226,33,396
20920,52890,53007,53187,117,297
20921,52890,53025,53268,135,378
20922,52890,53042,54060,152,1170
20923,52890,53051,53308,161,418
20924,52890,53073,53307,183,417
20925,52950,53092,53335,142,385
20926,52950,53098,53320,148,370
20927,52950,53111,53328,161,378
20928,52950,53116,53335,166,385
20929,52950,53124,53340,174,390
20930,52950,53126,53344,176,394
20931,52950,53127,53353,177,403
20932,53010,53129,53343,119,333
20933,53010,53131,53344,121,334
20934,53010,53133,53350,123,340
20935,53070,53138,53359,68,289
20936,53070,53153,53483,83,413
20937,53070,53156,53376,86,306
20938,53070,53162,53375,92,305
20939,53070,53165,53388,95,318
20940,53070,53169,53394,99,324
20941,53130,53177,54250,47,1120
20942,53130,53181,53455,51,325
20943,53130,53183,53502,53,372
20944,53130,53186,53409,56,279
20945,53190,53235,53490,45,300
20946,53190,53239,53491,49,301
20947,53250,53243,53428,-7,178
20948,53250,53254,53493,4,243
20949,53250,53271,53520,21,270
20950,53310,53347,53524,37,214
20951,53310,53381,53523,71,213
20952,53370,53419,53524,49,154
20953,53370,53438,53584,68,214
20954,53370,53454,53578,84,208
20955,53370,53447,53598,77,228
20956,53370,53457,53610,87,240
20957,53370,53458,53627,88,257
20958,53370,53460,53641,90,271
20959,53430,53461,53668,31,238
20960,53430,53463,53887,33,457
20961,53430,53464,53693,34,263
20962,53430,53466,53717,36,287
20963,53430,53467,54560,37,1130
20964,53490,53469,53725,-21,235
20965,53490,53476,53739,-14,249
20966,53490,53477,53743,-13,253
20967,53490,53480,53747,-10,257
20968,53490,53482,53752,-8,262
20969,53490,53569,53756,79,266
20970,53490,53572,53859,82,369
20971,53490,53579,53784,89,294
20972,53490,53579,53797,89,307
20973,53490,53582,53869,92,379
20974,53550,53584,53891,34,341
20975,53550,53589,53957,39,407
20976,53550,53593,53983,43,433
20977,53610,53598,54750,-12,1140
20978,53610,53608,54043,-2,433
20979,53610,53614,54018,4,408
20980,53610,53660,54034,50,424
20981,53670,53663,54054,-7,384
20982,53670,53669,54157,-1,487
20983,53670,53707,54161,37,491
20984,53670,53719,54265,49,595
20985,53670,53730,54205,60,535
20986,53670,53732,54215,62,545
20987,53730,53735,54282,5,552
20988,53730,53756,54322,26,592
20989,53730,53768,54379,38,649
20990,53730,53775,54394,45,664
20991,53730,53798,54393,68,663
20992,53730,53802,54477,72,747
20993,53730,53811,54410,81,680
20994,53790,53816,54489,26,699
20995,53790,53824,54495,34,705
20996,53790,53832,54920,42,1130
20997,53790,53842,54478,52,688
20998,53790,53845,54529,55,739
20999,53790,53854,54503,64,713
21000,53850,53904,54587,54,737
21001,53850,53912,54529,62,679
21002,53850,53924,54980,74,1130
21003,53850,53934,54610,84,760
21004,53850,53943,54537,93,687
21005,53850,53946,54613,96,763
21006,53850,53958,54612,108,762
21007,53910,53966,54615,56,705
21008,53910,54053,54633,143,723
21009,53970,54064,54626,94,656
21010,53970,54068,54587,98,617
21011,53970,54073,54638,103,668
21012,53970,54079,54626,109,656
21013,53970,54081,54640,111,670
21014,54030,54088,54654,58,624
21015,54030,54095,54678,65,648
21016,54030,54107,54690,77,660
21017,54030,54125,54707,95,677
21018,54030,54133,54702,103,672
21019,54090,54141,54707,51,617
21020,54090,54147,54683,57,593
21021,54090,54150,54674,60,584
21022,54090,54151,54708,61,618
21023,54150,54156,54749,6,599
21024,54150,54168,54714,18,564
21025,54150,54185,54715,35,565
21026,54150,54193,54712,43,562
21027,54210,54203,54706,-7,496
21028,54210,54206,54731,-4,521
21029,54210,54212,54721,2,511
21030,54210,54255,54745,45,535
21031,54210,54261,54756,51,546
21032,54270,54272,54755,2,485
21033,54270,54278,54757,8,487
21034,54270,54296,54776,26,506
21035,54270,54314,54788,44,518
21036,54270,54318,54759,48,489
21037,54270,54334,54797,64,527
21038,54330,54373,54797,43,467
21039,54330,54337,54791,7,461
21040,54330,54347,54810,17,480
21041,54330,54371,54784,41,454
21042,54330,54381,54823,51,493
21043,54390,54395,54786,5,396
21044,54390,54408,54863,18,473
21045,54390,54416,54857,26,467
21046,54390,54425,54869,35,479
21047,54390,54431,54869,41,479
21048,54390,54435,54832,45,442
21049,54390,54445,54875,55,485
21050,54450,54452,54881,2,431
21051,54450,54469,54883,19,433
21052,54450,54515,54886,65,436
21053,54450,54475,54889,25,439
21054,54450,54497,54893,47,443
21055,54510,54521,54899,11,389
21056,54510,54531,54903,21,393
21057,54510,54539,54880,29,370
21058,54570,54546,54917,-24,347
21059,54570,54555,54890,-15,320
21060,54570,54567,54928,-3,358
21061,54570,54572,54940,2,370
21062,54570,54578,54923,8,353
21063,54570,54590,54951,20,381
21064,54630,54602,54956,-28,326
21065,54630,54608,54967,-22,337
21066,54630,54655,54944,25,314
21067,54630,54670,55020,40,390
21068,54690,54722,55004,32,314
21069,54690,54694,55015,4,325
21070,54690,54712,55020,22,330
21071,54690,54729,55021,39,331
21072,54690,54741,55022,51,332
21073,54690,54752,55036,62,346
21074,54750,54757,55039,7,289
21075,54750,54759,55109,9,359
21076,54750,54763,55051,13,301
21077,54750,54774,55117,24,367
21078,54750,54784,55120,34,370
21079,54750,54792,55131,42,381
21080,54810,54904,55122,94,312
21081,54870,54909,55127,39,257
21082,54870,54914,55093,44,223
21083,54870,54916,55174,46,304
21084,54870,54921,55127,51,257
21085,54870,54921,55212,51,342
21086,54870,54925,55119,55,249
21087,54870,54927,55155,57,285
21088,54870,54935,55196,65,326
21089,54870,54940,55227,70,357
21090,54930,54943,55248,13,318
21091,54930,54948,55219,18,289
21092,54990,55022,55269,32,279
21093,54990,55029,55299,39,309
21094,54990,55036,55353,46,363
21095,54990,55050,55335,60,345
21096,54990,55053,55369,63,379
21097,55050,55061,55384,11,334
21098,55050,55072,55411,22,361
21099,55050,55094,55415,44,365
21100,55050,55102,55444,52,394
21101,55110,55108,55460,-2,350
21102,55110,55247,55555,137,445
21103,55110,55254,55544,144,434
21104,55110,55261,55487,151,377
21105,55170,55263,55567,93,397
21106,55170,55276,55581,106,411
21107,55170,55289,55596,119,426
21108,55170,55294,55535,124,365
21109,55170,55294,55647,124,477
21110,55170,55299,55548,129,378
21111,55230,55299,55619,69,389
21112,55230,55303,55578,73,348
21113,55230,55307,55632,77,402
21114,55230,55310,55681,80,451
21115,55230,55312,55637,82,407
21116,55230,55315,55628,85,398
21117,55290,55316,55634,26,344
21118,55290,55317,55686,27,396
21119,55290,55318,55650,28,360
21120,55290,55319,55669,29,379
21121,55290,55321,55679,31,389
21122,55350,55425,55797,75,447
21123,55350,55435,55701,85,351
21124,55350,55437,55723,87,373
21125,55350,55437,55713,87,363
21126,55350,55439,55772,89,422
21127,55410,55446,55738,36,328
21128,55410,55454,55734,44,324
21129,55410,55456,55742,46,332
21130,55410,55459,56740,49,1330
21131,55410,55460,55779,50,369
21132,55470,55460,55772,-10,302
21133,55470,55462,56770,-8,1300
21134,55470,55466,56030,-4,560
21135,55470,55469,55942,-1,472
21136,55470,55493,55845,23,375
21137,55530,55614,56041,84,511
21138,55530,55620,56083,90,553
21139,55590,55626,55880,36,290
21140,55650,55658,56061,8,411
21141,55650,55662,56102,12,452
21142,55650,55667,56067,17,417
21143,55650,55670,56521,20,871
21144,55650,55673,56105,23,455
21145,55650,55677,55943,27,293
21146,55650,55678,56109,28,459
21147,55650,55681,55989,31,339
21148,55710,55682,56124,-28,414
21149,55710,55774,55991,64,281
21150,55710,55774,55982,64,272
21151,55770,55779,55988,9,218
21152,55770,55795,56121,25,351
21153,55830,55836,56130,6,300
21154,55830,55839,56336,9,506
21155,55890,56001,56312,111,422
21156,55890,56009,57020,119,1130
21157,55890,56016,56336,126,446
21158,55890,56019,56328,129,438
21159,55890,56035,56334,145,444
21160,55890,56038,56632,148,742
21161,55890,56050,56633,160,743
21162,55950,56055,56641,105,691
21163,55950,56059,56644,109,694
21164,55950,56064,56380,114,430
21165,55950,56064,56386,114,436
21166,55950,56066,56387,116,437
21167,56010,56069,56411,59,401
21168,56010,56073,56444,63,434
21169,56010,56077,56424,67,414
21170,56010,56079,56429,69,419
21171,56010,56080,56435,70,425
21172,56010,56081,56651,71,641
21173,56070,56085,56669,15,599
21174,56070,56090,56669,20,599
21175,56070,56097,56488,27,418
21176,56070,56097,56658,27,588
21177,56130,56188,56662,58,532
21178,56130,56195,56666,65,536
21179,56190,56204,56670,14,480
21180,56190,56219,56672,29,482
21181,56190,56229,56673,39,483
21182,56190,56243,56675,53,485
21183,56190,56250,56677,60,487
21184,56250,56269,56616,19,366
21185,56250,56272,56679,22,429
21186,56310,56305,56682,-5,372
21187,56310,56319,56693,9,383
21188,56310,56345,56684,35,374
21189,56370,56354,56741,-16,371
21190,56370,56383,56698,13,328
21191,56370,56391,56720,21,350
21192,56370,56407,56744,37,374
21193,56370,56431,56753,61,383
21194,56370,56444,56737,74,367
21195,56370,56446,56758,76,388
21196,56370,56479,56774,109,404
21197,56430,56501,57700,71,1270
21198,56430,56527,56835,97,405
21199,56430,56538,56849,108,419
21200,56490,56545,56884,55,394
21201,56490,56548,56928,58,438
21202,56490,56551,56847,61,357
21203,56490,56554,56949,64,459
21204,56490,56569,56981,79,491
21205,56490,56576,57001,86,511
21206,56490,56592,57030,102,540
21207,56490,56602,57050,112,560
21208,56550,56606,57162,56,612
21209,56550,56618,57200,68,650
21210,56550,56621,56914,71,364
21211,56550,56685,57198,135,648
21212,56550,56689,57212,139,662
21213,56610,56693,57223,83,613
21214,56610,56704,57233,94,623
21215,56610,56711,57253,101,643
21216,56610,56716,57260,106,650
21217,56610,56717,57258,107,648
21218,56610,56721,57283,111,673
21219,56610,56724,57276,114,666
21220,56610,56731,57279,121,669
21221,56610,56731,58280,121,1670
21222,56670,56733,57298,63,628
21223,56670,56738,57102,68,432
21224,56670,56743,57328,73,658
21225,56670,56744,57346,74,676
21226,56670,56744,57331,74,661
21227,56670,56749,57356,79,686
21228,56670,56751,57406,81,736
21229,56670,56755,57368,85,698
21230,56730,56759,57368,29,638
21231,56730,56762,57469,32,739
21232,56730,56767,57394,37,664
21233,56730,56769,58390,39,1660
21234,56730,56774,57272,44,542
21235,56730,56777,57265,47,535
21236,56730,56782,57422,52,692
21237,56730,56796,57426,66,696
21238,56730,56827,57455,97,725
21239,56730,56839,57444,109,714
21240,56790,56841,57473,51,683
21241,56790,56845,57460,55,670
21242,56790,56849,57385,59,595
21243,56790,56855,58470,65,1680
21244,56790,56859,57366,69,576
21245,56790,56863,57481,73,691
21246,56850,56869,57486,19,636
21247,56910,56930,57494,20,584
21248,56910,56936,57505,26,595
21249,56910,56938,57522,28,612
21250,56910,56942,57520,32,610
21251,56910,56950,57561,40,651
21252,56970,56952,57563,-18,593
21253,56970,56960,57539,-10,569
21254,56970,56964,57559,-6,589
21255,56970,57046,57557,76,587
21256,56970,57057,57574,87,604
21257,56970,57074,57599,104,629
21258,56970,57088,57595,118,625
21259,57030,57093,57622,63,592
21260,57030,57103,57611,73,581
21261,57030,57121,57626,91,596
21262,57030,57153,57641,123,611
21263,57030,57156,57647,126,617
21264,57090,57176,57679,86,589
21265,57090,57181,57666,91,576
21266,57090,57205,58660,115,1570
21267,57090,57220,57683,130,593
21268,57150,57226,57703,76,553
21269,57150,57233,58690,83,1540
21270,57150,57243,57724,93,574
21271,57150,57258,57848,108,698
21272,57150,57267,57766,117,616
21273,57150,57269,57852,119,702
21274,57210,57282,57857,72,647
21275,57210,57292,57860,82,650
21276,57210,57300,57847,90,637
21277,57210,57307,57852,97,642
21278,57210,57318,57861,108,651
21279,57210,57324,57846,114,636
21280,57270,57324,57752,54,482
21281,57270,57331,57883,61,613
21282,57270,57340,57878,70,608
21283,57270,57347,57873,77,603
21284,57270,57353,57888,83,618
21285,57330,57358,57821,28,491
21286,57330,57362,57907,32,577
21287,57330,57369,57907,39,577
21288,57330,57379,57879,49,549
21289,57390,57389,57908,-1,518
21290,57390,57391,58050,1,660
21291,57390,57401,58003,11,613
21292,57390,57402,58052,12,662
21293,57390,57450,57939,60,549
21294,57450,57453,58015,3,565
21295,57450,57455,58054,5,604
21296,57450,57466,58057,16,607
21297,57450,57475,58121,25,671
21298,57450,57482,58062,32,612
21299,57450,57496,58065,46,615
21300,57510,57508,58045,-2,535
21301,57510,57509,58090,-1,580
21302,57510,57513,57998,3,488
21303,57510,57526,58093,16,583
21304,57510,57534,58098,24,588
21305,57570,57565,58102,-5,532
21306,57570,57568,58109,-2,539
21307,57570,57577,58112,7,542
21308,57570,57591,58125,21,555
21309,57570,57594,58148,24,578
21310,57570,57600,58254,30,684
21311,57570,57611,58110,41,540
21312,57570,57615,58141,45,571
21313,57570,57622,58258,52,688
21314,57570,57634,58194,64,624
21315,57630,57657,58260,27,630
21316,57630,57665,58193,35,563
21317,57630,57668,58264,38,634
21318,57630,57710,58268,80,638
21319,57630,57721,58184,91,554
21320,57630,57730,58269,100,639
21321,57690,57748,58272,58,582
21322,57690,57758,58226,68,536
21323,57690,57761,58244,71,554
21324,57690,57767,58275,77,585
21325,57750,57782,58282,32,532
21326,57750,57792,58267,42,517
21327,57750,57794,58348,44,598
21328,57750,57802,58333,52,583
21329,57750,57810,58354,60,604
21330,57750,57815,58332,65,582
21331,57750,57820,58335,70,585
21332,57810,57828,59280,18,1470
21333,57810,57833,58575,23,765
21334,57810,57836,58681,26,871
21335,57810,57840,58383,30,573
21336,57810,57844,58387,34,577
21337,57810,57844,58386,34,576
21338,57810,57847,58585,37,775
21339,57870,57854,58586,-16,716
21340,57870,57862,58596,-8,726
21341,57870,57871,58459,1,589
21342,57870,57878,59450,8,1580
21343,57870,57883,58454,13,584
21344,57870,58278,58501,408,631
21345,57870,58279,58475,409,605
21346,57930,58285,58595,355,665
21347,57930,58295,58613,365,683
21348,57930,58303,58641,373,711
21349,57930,58315,58652,385,722
21350,57930,58319,58664,389,734
21351,57930,58323,58679,393,749
21352,57930,58324,58684,394,754
21353,57990,58330,58699,340,709
21354,57990,58332,58701,342,711
21355,57990,58337,58722,347,732
21356,58050,58338,58719,288,669
21357,58050,58346,58732,296,682
21358,58050,58359,58736,309,686
21359,58050,58370,58746,320,696
21360,58050,58379,58743,329,693
21361,58050,58398,58787,348,737
21362,58110,58413,58851,303,741
21363,58110,58425,58780,315,670
21364,58170,58451,58787,281,617
21365,58170,58461,58791,291,621
21366,58170,58471,58884,301,714
21367,58170,58482,58809,312,639
21368,58230,58488,58807,258,577
21369,58290,58503,59001,213,711
21370,58290,58509,58821,219,531
21371,58290,58512,58841,222,551
21372,58290,58515,58848,225,558
21373,58290,58616,58803,326,513
21374,58350,58630,58863,280,513
21375,58350,58639,58867,289,517
21376,58410,58649,58872,239,462
21377,58410,58653,58830,243,420
21378,58410,58655,58853,245,443
21379,58410,58658,58923,248,513
21380,58470,58660,58928,190,458
21381,58470,58663,58968,193,498
21382,58470,58666,58999,196,529
21383,58470,58669,59019,199,549
21384,58470,58673,59018,203,548
21385,58530,58677,59019,147,489
21386,58530,58678,59032,148,502
21387,58530,58682,59040,152,510
21388,58530,58685,59930,155,1400
21389,58530,58689,59039,159,509
21390,58590,58692,59059,102,469
21391,58590,58697,59107,107,517
21392,58590,58702,59066,112,476
21393,58650,58708,59074,58,424
21394,58650,58727,59083,77,433
21395,58650,58733,59097,83,447
21396,58650,58739,59098,89,448
21397,58650,58742,60054,92,1404
21398,58650,58750,59112,100,462
21399,58650,58752,59115,102,465
21400,58710,58754,59127,44,417
21401,58710,58761,59158,51,448
21402,58770,58768,59197,-2,427
21403,58770,58858,59171,88,401
21404,58830,58859,59194,29,364
21405,58830,58864,59350,34,520
21406,58830,58869,59238,39,408
21407,58890,58874,59243,-16,353
21408,58890,58989,59353,99,463
21409,58890,58998,59308,108,418
21410,58890,59001,59281,111,391
21411,58890,59002,59358,112,468
21412,58890,59002,59355,112,465
21413,58950,59006,59357,56,407
21414,58950,59010,59358,60,408
21415,58950,59013,59360,63,410
21416,58950,59015,59460,65,510
21417,58950,59017,59462,67,512
21418,58950,59021,59681,71,731
21419,58950,59024,59468,74,518
21420,58950,59027,59470,77,520
21421,59010,59031,59474,21,464
21422,59010,59036,59430,26,420
21423,59010,59039,59433,29,423
21424,59070,59040,59434,-30,364
21425,59070,59042,59479,-28,409
21426,59070,59182,59630,112,560
21427,59070,59186,59633,116,563
21428,59070,59191,59506,121,436
21429,59130,59193,59481,63,351
21430,59130,59193,59484,63,354
21431,59190,59195,59485,5,295
21432,59190,59196,59636,6,446
21433,59190,59200,59650,10,460
21434,59190,59204,59518,14,328
21435,59190,59264,59646,74,456
21436,59250,59270,59650,20,400
21437,59250,59274,59580,24,330
21438,59250,59276,59653,26,403
21439,59250,59278,59656,28,406
21440,59310,59281,59662,-29,352
21441,59310,59359,59616,49,306
21442,59310,59359,59788,49,478
21443,59310,59362,59631,52,321
21444,59310,59363,59792,53,482
21445,59310,59366,59795,56,485
21446,59310,59371,59649,61,339
21447,59310,59372,60013,62,703
21448,59310,59376,59725,66,415
21449,59310,59376,59700,66,390
21450,59310,59378,59774,68,464
21451,59310,59382,59833,72,523
21452,59370,59387,59868,17,498
21453,59370,59391,59872,21,502
21454,59370,59394,59900,24,530
21455,59370,59397,59924,27,554
21456,59370,59400,59966,30,596
21457,59370,59402,59982,32,612
21458,59370,59402,60028,32,658
21459,59370,59405,60038,35,668
21460,59430,59643,60081,213,651
21461,59430,59647,60066,217,636
21462,59430,59663,60083,233,653
21463,59430,59675,60095,245,665
21464,59430,59683,60129,253,699
21465,59430,59689,60131,259,701
21466,59430,59693,60134,263,704
21467,59430,59699,60187,269,757
21468,59490,59704,60143,214,653
21469,59490,59705,60191,215,701
21470,59490,59711,60190,221,700
21471,59490,59720,60257,230,767
21472,59490,59724,60204,234,714
21473,59490,59728,60254,238,764
21474,59490,59733,60257,243,767
21475,59550,59738,60219,188,669
21476,59550,59739,60228,189,678
21477,59550,59741,60261,191,711
21478,59550,59748,60410,198,860
21479,59550,59753,60326,203,776
21480,59550,59759,60332,209,782
21481,59550,59829,60280,279,730
21482,59550,59832,60338,282,788
21483,59610,59837,60342,227,732
21484,59610,59853,60308,243,698
21485,59610,59855,60347,245,737
21486,59610,59863,60316,253,706
21487,59670,59875,60352,205,682
21488,59670,59880,60358,210,688
21489,59670,59886,60538,216,868
21490,59670,59893,60542,223,872
21491,59670,59899,60364,229,694
21492,59670,59900,60547,230,877
21493,59670,59926,60378,256,708
21494,59670,59928,60551,258,881
21495,59730,59933,60558,203,828
21496,59730,59937,60561,207,831
21497,59730,59947,60560,217,830
21498,59790,59953,60566,163,776
21499,59790,59958,60568,168,778
21500,59790,59962,60576,172,786
21501,59790,59966,60567,176,777
21502,59790,59972,60450,182,660
21503,59850,59974,60449,124,599
21504,59850,59975,60450,125,600
21505,59910,59977,60570,67,660
21506,59910,59984,60459,74,549
21507,59910,59992,60576,82,666
21508,59910,59996,60576,86,666
21509,59910,60003,60576,93,666
21510,59910,60011,60479,101,569
21511,59970,60012,60483,42,513
21512,59970,60014,60507,44,537
21513,59970,60021,60583,51,613
21514,59970,60025,60580,55,610
21515,59970,60030,60585,60,615
21516,59970,60041,60589,71,619
21517,59970,60047,60589,77,619
21518,60030,60062,60633,32,603
21519,60090,60067,60711,-23,621
21520,60090,60073,60714,-17,624
21521,60090,60079,60716,-11,626
21522,60090,60083,60740,-7,650
21523,60090,60090,61220,0,1130
21524,60090,60194,60728,104,638
21525,60090,60199,60727,109,637
21526,60090,60202,60731,112,641
21527,60150,60206,60743,56,593
21528,60150,60208,60748,58,598
21529,60150,60211,61320,61,1170
21530,60150,60216,60737,66,587
21531,60150,60221,60740,71,590
21532,60210,60224,60740,14,530
21533,60210,60229,60690,19,480
21534,60210,60229,60744,19,534
21535,60210,60235,60744,25,534
21536,60270,60268,60779,-2,509
21537,60270,60276,60714,6,444
21538,60330,60396,60785,66,455
21539,60330,60403,60749,73,419
21540,60330,60407,60867,77,537
21541,60330,60411,60761,81,431
21542,60390,60421,60871,31,481
21543,60390,60426,60877,36,487
21544,60390,60431,61450,41,1060
21545,60390,60436,60855,46,465
21546,60390,60437,60883,47,493
21547,60450,60442,60891,-8,441
21548,60450,60447,60886,-3,436
21549,60450,60488,60890,38,440
21550,60450,60496,60826,46,376
21551,60510,60514,60826,4,316
21552,60510,60519,60829,9,319
21553,60510,60542,60946,32,436
21554,60570,60561,60951,-9,381
21555,60570,60583,60975,13,405
21556,60570,60590,60994,20,424
21557,60570,60594,61640,24,1070
21558,60570,60596,61121,26,551
21559,60630,60733,61041,103,411
21560,60630,60735,61055,105,425
21561,60630,60744,61059,114,429
21562,60630,60761,61150,131,520
21563,60630,60768,61097,138,467
21564,60690,60771,61138,81,448
21565,60690,60815,61142,125,452
21566,60690,60820,61099,130,409
21567,60690,60825,61169,135,479
21568,60750,60826,61216,76,466
21569,60810,60830,61208,20,398
21570,60810,60836,61252,26,442
21571,60810,60843,61263,33,453
21572,60810,60852,61276,42,466
21573,60810,60855,61286,45,476
21574,60810,60865,61303,55,493
21575,60870,60874,61312,4,442
21576,60870,60880,61327,10,457
21577,60870,60887,61324,17,454
21578,60870,60887,61574,17,704
21579,60870,60963,61341,93,471
21580,60930,60965,61350,35,420
21581,60930,60965,61371,35,441
21582,60930,60969,61370,39,440
21583,60930,60973,61392,43,462
21584,60930,60982,61472,52,542
21585,60930,60988,61419,58,489
21586,60930,60990,61476,60,546
21587,60990,60994,61476,4,486
21588,60990,60997,61460,7,470
21589,60990,61019,61480,29,490
21590,60990,61025,61482,35,492
21591,61050,61040,62480,-10,1430
21592,61050,61052,61486,2,436
21593,61050,61052,61573,2,523
21594,61050,61054,61501,4,451
21595,61050,61055,61506,5,456
21596,61050,61061,61517,11,467
21597,61050,61066,61523,16,473
21598,61050,61071,61538,21,488
21599,61050,61077,61549,27,499
21600,61110,61121,61584,11,474
21601,61110,61123,62560,13,1450
21602,61110,61132,61590,22,480
21603,61110,61138,61592,28,482
21604,61170,61160,61591,-10,421
21605,61170,61168,61597,-2,427
21606,61170,61170,61616,0,446
21607,61170,61172,61608,2,438
21608,61170,61188,61608,18,438
21609,61230,61212,61613,-18,383
21610,61290,61410,61674,120,384
21611,61290,61410,61623,120,333
21612,61290,61411,61686,121,396
21613,61290,61414,61633,124,343
21614,61350,61416,61644,66,294
21615,61350,61418,61660,68,310
21616,61350,61422,61668,72,318
21617,61350,61422,61703,72,353
21618,61410,61424,61700,14,290
21619,61410,61424,61736,14,326
21620,61410,61425,61745,15,335
21621,61410,61427,61713,17,303
21622,61470,61477,61716,7,246
