name,come,wait,begin,finish,t_relax_time
doc399,1113.1692894937607,5.72633570021776,1118.8956251939785,1124.0285581092996,79.92011583411931
doc400,1116.5008681468955,7.527689962404111,1124.0285581092996,1127.1131022636187,82.81819397693631
doc401,1121.0815854382513,0.3180232008528492,1121.3996086391041,1123.414308670728,78.61589764219669
doc402,1122.1204293227067,1.2938793480211643,1123.414308670728,1126.0997744167132,80.2001284093777
doc403,1122.741105120507,3.3586692962062443,1126.0997744167132,1132.3467616757405,84.69472983139252
doc404,1128.7961430410844,0.0,1128.7961430410844,1131.1947077402808,86.371817196144
doc405,1133.0592172294373,0.0,1133.0592172294373,1137.1004001650922,77.82395544277229
doc406,1135.5965803443862,0.0,1135.5965803443862,1138.280152037419,87.04701138089109
doc407,1138.7200667170478,0.0,1138.7200667170478,1142.748966737725,72.51680937558747
doc408,1141.0354029361963,0.0,1141.0354029361963,1147.221334419024,87.08734018114191
doc409,1143.4388360680748,0.0,1143.4388360680748,1154.332516615627,83.92696358556056
doc410,1143.9232402578418,3.2980941611822345,1147.221334419024,1156.082878514565,81.11082240577339
doc411,1153.22309147704,1.1094251385868574,1154.332516615627,1158.2875391093733,81.54095358334794
doc412,1154.5020524295653,1.5808260849996714,1156.082878514565,1159.5385090956427,72.48386137575989
doc413,1155.6732232510296,2.614315858343616,1158.2875391093733,1164.9865322093694,82.17504721551904
doc414,1161.9573679037055,0.0,1161.9573679037055,1165.3823380637089,67.81211087556713
doc415,1163.7234271208483,1.2631050885211152,1164.9865322093694,1167.0700118093305,76.17751367678656
doc416,1166.2717840162102,0.0,1166.2717840162102,1172.5558758957445,82.81715472133368
doc417,1172.862815697536,0.0,1172.862815697536,1178.2823859481,78.37761789659895
doc418,1174.5819878150232,0.0,1174.5819878150232,1179.634000203765,76.1514628233743
doc419,1180.567282463928,0.0,1180.567282463928,1183.340777093754,84.00307957534686
doc420,1182.501596395443,0.0,1182.501596395443,1185.93008629999,86.89926157085907
doc421,1189.560207126228,0.0,1189.560207126228,1191.7101327256764,78.111496776256
doc422,1198.9784635147032,0.0,1198.9784635147032,1204.3521708264493,76.9810774975969
doc423,1199.1705809831751,0.0,1199.1705809831751,1204.5013847981952,85.33977941791821
doc424,1202.737470358731,1.7639144394643154,1204.5013847981952,1213.9567849476366,92.1241686126866
doc425,1202.756776289189,1.5953945372602902,1204.3521708264493,1209.1114019645056,81.86273705820737
doc426,1209.5884520825346,0.0,1209.5884520825346,1213.08567338376,73.79606156661892
doc427,1209.5937340031076,3.4919393806524113,1213.08567338376,1216.8345424072274,84.52889312726778
doc428,1215.850869115726,0.0,1215.850869115726,1220.360136799159,82.92475997857848
doc429,1221.4393061225535,0.0,1221.4393061225535,1223.977970012198,81.43349617357016
doc430,1221.9904689248908,0.0,1221.9904689248908,1228.2109094697882,77.97568171743137
doc431,1231.3794160621217,0.0,1231.3794160621217,1237.077235384092,74.59617755084344
doc432,1231.8752296663404,0.0,1231.8752296663404,1236.8102176479638,73.01381650372277
doc433,1233.4116526703704,3.665582713721733,1237.077235384092,1239.832722304537,91.31788737931637
doc434,1235.836894293176,0.9733233547876807,1236.8102176479638,1240.1247106252788,77.94649767703817
doc435,1237.1276358236921,2.705086480844784,1239.832722304537,1242.4935081671294,83.24555398469104
doc436,1237.9695311267997,2.1551794984791286,1240.1247106252788,1245.4974683926969,86.08722569112236
doc437,1244.4242221421357,0.0,1244.4242221421357,1256.6351490394356,87.75042279284334
doc438,1248.669585597457,0.0,1248.669585597457,1254.7446631190799,78.08753297868856
doc439,1251.9395641457752,2.8050989733046663,1254.7446631190799,1261.2676686148643,83.68449027163814
doc440,1257.5089486309473,0.0,1257.5089486309473,1260.6934842213755,81.55448410971056
doc441,1260.236990313411,0.4564939079643864,1260.6934842213755,1266.7038077601194,78.9238715968639
doc442,1268.1215184575492,0.0,1268.1215184575492,1270.6492660555334,88.64087409089123
doc443,1271.365079709181,0.0,1271.365079709181,1274.7892100023178,80.26018205916361
doc444,1271.4653459408407,0.0,1271.4653459408407,1274.7098452394507,83.31664843571131
doc445,1281.139747528619,0.0,1281.139747528619,1283.936777291858,78.56996246095629
doc446,1281.5276569793962,0.0,1281.5276569793962,1284.4792813411627,75.62689065375179
doc447,1287.4278883791226,0.0,1287.4278883791226,1289.955253873055,91.50230954536369
doc448,1291.2035548194542,0.0,1291.2035548194542,1295.0764976552994,82.35266996495545
